name,ndex,category,bio,type1,type2,predicted_type1,predicted_type2,match_score,binary_match_score,raw_output,input_tokens,output_tokens,total_tokens
Skarmory,227,Armor Bird,"[NAME] is a silver-gray, avian Pokemon with a long, metallic blue neck, legs, and tail. It has yellow eyes, a pointed beak with several pointed teeth, and a triangular crest on its head. [NAME]'s entire body is coated in an extremely sturdy steel armor. There are red feathers under the sheaths that cover its sharp wings, and each feather can be moved independently. Its wings are actually hollow, allowing it to travel up to 185&nbsp;mph (300&nbsp;km/h). Its feet have three toes on them, two in front and one in back, and its tail has hooked ends.

Its steel wings become tattered and bashed in from repeated battles, but once a year the battered wings grow back completely. This process restores the cutting edges of its feathers, which are sharper than any human-crafted sword. Its skin and feathers are solid due to being raised in very harsh conditions. Its nests are usually found in thorn bushes, where continual scratching of a young individual's skin will eventually harden it into the strong, armor-like state associated with its adult stage. However, water can cause [NAME]'s hard body to rust easily, so it stays in its nest on rainy days. In ancient regions where these Pokemon are common, warriors would use the sharp feathers that fell off [NAME] to craft swords. It is a popular Pokemon that is used for heraldic designs, and in Galar, it has violent territorial clashes with Corviknight. In Blueberry Academy, [NAME] is used for the school's Flying Taxi service.

In Generation V, Steel Wing was its signature move, but other Pokemon could still inherit it via breeding.",Steel,Flying,Steel,Flying,1.0,1,"[""Steel"", ""Flying""]",606,140,746
Scream Tail,985,Paradox,"[NAME] is a pink Pokemon with a spherical body. It has pointed ears with black insides and small tufts of hair beneath them, tiny fangs, and large, yellow eyes with markings that resemble some form of makeup. On top of its head is a very long curled tuft of fur that extends down its back and is a darker shade of pink on the end, resembling a tail. It also has an actual tail on its backside. 

[NAME] is capable of levitating itself, as opposed to walking. In an article from an October issue of Occulture magazine, [NAME] is described as a creature lurking somewhere in a Paldean forest, having the appearance of a Jigglypuff but with a ferocious aggression that leads it to attack anyone who comes near. Its primitive appearance and savage nature have prompted rumors that it could be a Jigglypuff from 1,000,000,000 years ago. [NAME] is named after a creature in the Scarlet Book that is described as having a distinctive tail and scream. As seen in ''HZ'', it is a poor singer compared to its contemporary relative, due to the fact that it ends up screaming loudly instead.

According to AI Sada, [NAME] is an ancient Pokemon related to Jigglypuff. However, according to a version of Professor Sada that appeared at the Crystal Pool, [NAME] is a counterpart of Jigglypuff from another timeline. Its true origin is unknown. [NAME] was brought to the depths of Area Zero by a time machine built by Professor Sada ten years ago. 200 years ago, Heath also encountered [NAME], as seen in the Scarlet Book, though it is unclear how it arrived there at the time.",Fairy,Psychic,Ghost,Fairy,0.0,0,"[""Ghost"", ""Fairy""]",624,205,829
Clawitzer,693,Howitzer,"[NAME] is a crustacean Pokemon that resembles a bright blue shrimp. Its body is divided into several segments by black ridges and there are three small spikes behind its head. It has semicircular, yellow eyes, a black stripe across its face divided into parts, and four pointed mandibles. Its tail consists of three pointed fins: two black ones and one bright blue one. It lacks legs but has two clawed arms. The left claw is smaller and is dark blue with a black stripe along the back and a yellow tip. The right claw is a pincer larger than [NAME]'s body. The pincer is dark blue with a pair of thin, yellow antennae on top, three overlapping segments with a black stripe along the back edge, and four black spikes attached to the back of the last segment. The movable lower portion of the pincer is yellow, as is the inner portion of the pincer's last segment, which has three stripes patterning it.

[NAME] are a territorial species, known to fiercely battle against each other. [NAME]'s massive claw can suck up water and launch it as compressed cannonballs capable of piercing tanker hulls. By using the gases inside its body, water can also be expelled from the nozzle on the back, which allows it to travel at speeds of up to 60 knots. It is also a powerful user of aura-based attacks. The feelers on [NAME]'s claws can detect the location of its prey. The claw itself is packed with meat, which can be used as a cooking ingredient.

From Generation VIII onward, [NAME] and its pre-evolved form, Clauncher, are the only known Pokemon that can have Mega Launcher as an Ability.",Water,,Water,,1.0,0,"[""Water""]",616,201,817
Stoutland,508,Big-Hearted,"[NAME] is a heavyset canine Pokemon with a talent for rescuing people lost at sea or in the mountains. On its face, it has cream-colored fur that forms voluminous, white-tipped plumes and a three-pointed crest. The plumes are so long that they run the length of its body and bunch close to it. It has tufty, pointed ears with dark blue insides, a black nose surrounded by short black whiskers, and small eyes that are nearly hidden behind its facial fur. Its plump body is covered with shaggy fur that is dark blue along the back and grayish-blue toward the legs. Its face and paws are light brown, and each paw has three toes with white claws. Blue paw pads can also be seen on each paw in Pokedex 3D Pro.

[NAME] has an intelligent, good-natured, valiant, and trustworthy disposition, being a partner of choice for many. Its fur is thick enough to protect itself and others against freezing temperatures. Due to this, every household in cold regions kept a [NAME] for warmth in the past. [NAME] is known to rescue humans that are either stranded in the mountains or at sea. [NAME] found in Alola look fairly uncomfortable, however. In Alola, [NAME] is used as a Ride Pokemon called [NAME] Search to locate hidden items. [NAME] can do this thanks to its strong nose. [NAME] enjoys spending time with humans and can warm up to them in just three days. [NAME] has been used by parents as babysitters to watch their children. It is known to be very proud of its impressive mustache, the reason being due to its length determining [NAME]'s social status among its species.",Normal,,Normal,,1.0,0,"[""Normal""]",626,137,763
Charjabug,737,Battery,"[NAME] is a small, cuboid Pokemon resembling an insect. Its body consists of three square segments. The last two sections have a thin, ring-like marking and a stubby brown leg on each side. Each eye is covered by a blue screen and is only visible when it glows. Two short, yellow spikes extend from the front square: one on each side of its rectangular mouth. The mouth itself is gray and has two jaws that close sideways, shaped like a lightning bolt when open.

[NAME] is often found half-buried in earth or leaves, munching on large quantities of humus. The sturdy shell covering [NAME]'s body protects it from attacks, allowing it to eat peacefully. This diet helps [NAME] evolve into Vikavolt. In its body is an electric sac, which it uses to store electricity generated by digesting food. The electricity it stores could run a household for a whole day and can be shared with other Pokemon. People on camping trips are grateful to have a [NAME] around. It can discharge electricity from the tips of its jaws to attack especially persistent opponents. [NAME] will zap anyone who accidentally steps on it. As shown in the SM episode ''Rise and Shine, Starship!'', it can send sound waves to communicate with nearby Grubbin. Vikavolt is known to clasp [NAME] in between its legs and use it as a battery to enhance its Electric moves, unless it is in an aerial battle. As mentioned in Pokemon Sleep, [NAME] releases electricity while it sleeps. The reason is due it still digesting the meal it consumes.

[NAME] is the only known Pokemon that can have Battery as an Ability.",Bug,Electric,Bug,Electric,1.0,1,"[""Bug"", ""Electric""]",611,12,623
Zygarde,718,Order,"[NAME] is a green and black Pokemon whose form depends on the percentage of [NAME] Cores and [NAME] Cells it has assembled. [NAME] is responsible for monitoring the ecosystem of the Pokemon world for abnormalities, It has been referred to as a ""guardian of the ecosystem"" and ""protector of the ecosystems"" due to this role. It also is capable of reversing the effects of Xerneas's Fairy Aura and Yveltal's Dark Aura, thus ensuring the equilibrium of the planet and the cycle of life and death are kept in check. It can also use its Cells in attacks, either shooting them as arrows at its targets, or sending them crawling along the ground towards its targets as waves. It can also fire a powerful energy beam from its mouth at its targets, carving a Z on the ground in the process. [NAME] can fly in a blinding speed in all of its forms. Normally, [NAME] avoids getting involved in conflicts unless the ecosystem is in grave danger. As seen in the XY episode ''Down to the Fiery Finish!'', [NAME] can summon and control massive roots, which it can use to attack and cover areas. In the same episode, the green color on [NAME]'s body changed to red while under the influence of Team Flare's Mega Evolution energy weapon. In the Pokemon Adventures manga and in PTS, it has been referred to as ""Z"". In the anime, [NAME] is shown to be capable of human speech via telepathy.

[NAME] is the only known Pokemon capable of learning the moves Land's Wrath, Thousand Arrows, Thousand Waves, and Core Enforcer. It is also the only known Pokemon that can have Aura Break and Power Construct as its Abilities.",Dragon,Ground,Dragon,Ground,1.0,1,"[""Dragon"",""Ground""]",624,11,635
Polteageist,855,Black Tea,"[NAME] is a Pokemon made of black tea. Its body is purple with yellow accents, as well as yellow eyes and mouth. Its arms are thin and its hands have three digits, and it has two small legs. [NAME] inhabits a large, white teapot with cracks and holes on it, exposing parts of its body. The teapot has a yellow handle, as well as yellow accents on its cover and bottom. There are light blue swirly patterns surrounding the teapot. Most of the teapots that [NAME] inhabit are forgeries, but occasionally an authentic one is found.

The black tea that composes [NAME]'s body has a distinctly delicious flavor, but can cause strong chills when swallowed, and may also induce indigestion, stomach aches, and even death if drunk in excess. Only a Trainer it trusts is allowed to drink its tea. There are gourmets who drink [NAME]'s tea everyday, showing no fear of the side effects. [NAME] attacks by shooting the tea at its enemy's mouth.

[NAME] live in hotels and restaurants, disguising themselves as tableware and infecting leftover tea to create more of their own kind. As such, [NAME] is a gender-unknown species. A [NAME]'s personality is dependent on the type of tea it possesses; the teapot it lives in doesn't affect it. Despite their similar appearances, [NAME] is not related to Sinistcha.

[NAME] is the only known Pokemon capable of learning the move Teatime.",Ghost,,Ghost,,1.0,0,"[""Ghost""]",580,137,717
Meowth,52,{{tt|Scratch Cat|SCRATCHCAT before Generation III}},"[NAME] is a small, feline Pokemon with cream-colored fur that turns brown at the tips of its hind paws and tail. Its ovoid head features four prominent whiskers, wide eyes with slit pupils, two pointed teeth in the upper jaw, and a gold koban coin embedded in its forehead. Its ears are black with brown interiors and are flanked with an additional pair of long whiskers. [NAME] can freely manipulate its claws, retracting them when it wants to move silently. The tip of its tail curls tightly. [NAME] is a quadruped with the ability to walk on its hind legs. While the games almost always depict [NAME] on two legs, it is stated in the ''Pokemon the Series'' episode ''Go West Young [NAME]'' that [NAME] normally walks on all fours.

[NAME] is attracted to round and shiny objects and has the unique ability to produce coins using its signature move, Pay Day. [NAME] and its evolved forms are the only known Pokemon capable of learning the move Pay Day by leveling up. Being nocturnal, it is known to wander about city streets at night and pick up anything that sparkles, including loose change. Upon finding a sparkling object, its eyes will glitter and the coin on its forehead will shine brightly. It shares this intrigue with Murkrow, with whom it often fights with for objects and prey. [NAME] is a playful but fickle Pokemon with the capacity for human-like intelligence, with at least one member of the species teaching itself how to speak. [NAME] tends to live in urban areas to collect the coins that people drop. As mentioned in Pokemon Sleep, [NAME] is known to sleep with the coins it collects.",Normal,,Normal,,1.0,0,"[""Normal""]",617,73,690
Oranguru,765,Sage,"[NAME] is a simian Pokemon resembling an orangutan. While most of its body is covered in white fur, its hands, feet, and snout are bare with its light gray skin visible. The fur around its head and under its chin is longer and creates the impression of a long beard. It has a broad, flat nose and a black area around its eyes. Underneath each eye is a yellow ring marking, which is encircled by a light blue ring marking. In the center of its forehead is a yellow marking shaped like a four-pointed star. A cape of purple fur covers its back and is divided into many wavy clumps with strands of orange and light blue throughout. The purple fur grows longer as it ages. [NAME] holds a fan created from green leaves woven together with its own purple fur.

This solitary Pokemon spends its time deep in the forest, meditating high up in the trees. While it is not normally active, it will provide food to hungry Pokemon and give medicine to injured ones. It has even been known to use human tools or items, including Poke Balls. It has a lofty attitude and will give other Pokemon orders. This can make them difficult Pokemon for Trainers to handle. Ancient people actually thought [NAME] were people and called them the ""people of the forests."" [NAME] does not get along with others of its kind, often battling out their wits for superiority. It will also occasionally venture to the beach to match wits with Slowking.

[NAME] is the only known Pokemon capable of learning the move Instruct. Additionally, in Generation VIII, [NAME] was the only known Pokemon that could have Symbiosis as an Ability.",Normal,Psychic,Normal,Psychic,1.0,1,"[""Normal"",""Psychic""]",612,12,624
Chesnaught,652,Spiny Armor,"[NAME] is a bipedal, mammalian Pokemon with some plantlike features. There is fluffy white fur on its belly and fringing its face like a beard. It has a small, pink nose with a three-pointed patch of brown fur extending up its short snout and four pointed teeth. On top of its head is a plate of beige armor, similar to a helmet. It possesses a prominent domed, armor-like shell similar to that of a chestnut. The armor is beige with four large spines jutting out of the back. The armor is trimmed with red and green bands; the green is on the outermost edge. There is an additional spine protruding from the armor over each of [NAME]'s shoulders, which are connected by a green breastplate. Its body is colored similarly to the shell, and its long limbs and tail are banded with plates of armor. The top surfaces of the tail and arms are protected by green armor, and each arm has two small spines. It has three brown, clawed digits on its hands and feet. Its arms can be brought together to create a spike-covered, shield-like formation.

[NAME] is renowned for its tank-like body; it is capable of flipping a 50-ton truck. Once it gets into its defensive stance with its hands covering its face, it can resist a bomb's explosion. It will not hesitate to use its sturdy body to shield its allies from danger. While [NAME] is normally gentle and prefers avoiding conflict, it will not hesitate to give opponents a thrashing with its thorned fists when driven to.

Prior to Generation VII, [NAME] and its pre-evolved forms were the only known Pokemon that could have Bulletproof as an Ability.",Grass,Fighting,Grass,Fighting,1.0,1,"[""Grass"",""Fighting""]",621,76,697
Nidoqueen,31,Drill,"[NAME] is a large, bipedal blue mammalian  Pokemon with distinct reptilian features. Its body is encased with extremely hard scales that serve as excellent protection from any attack and stand up when [NAME] is excited or provoked. It has a blunt snout, narrow brown eyes, and large ears with brown insides. There is a small horn on its forehead, a single spine on each ear, and a line of toxic spikes running down its back. Each hand has three short claws, and each foot has two claws. Its lower jaw, the front of its abdomen, and two plates on its chest are cream-colored. It has a thick, powerful tail. [NAME] is a female-only species. As stated in An Illustrated Book of POCKET MONSTERS, it cannot lay Eggs as it loses the ability to do so upon Evolution.

[NAME] can be quite fierce and is very protective of its young. This Pokemon is at its strongest when it is defending its young, and it will try to seal the entrance to its burrow to protect them. It also places its young in the gaps between the spines on its back, which never release poison when the children are present. [NAME] is more adept at being defensive than offensive. [NAME]'s armor-like scales allow it to defend its children from any attack. When in contact with foes, it can poison them with the spikes on its back or cause small tremors by slamming the ground. It is also adept at sending foes flying with harsh tackles, and it uses its hefty bulk to execute powerful moves. Being the result of an Evolution via Evolution stone, [NAME] is rarely found in the wild. However, they can be found in savannas and plains.",Poison,Ground,Poison,Ground,1.0,1,"[""Poison"", ""Ground""]",624,141,765
Pangoro,675,Daunting,"[NAME] is a large bipedal Pokemon resembling a humanoid panda bear. It has a stocky build with a round belly, short legs, and long arms with large paws. Its head and belly are covered in thick white fur, while its lower body, chest, arms, and back are covered in equally thick dark gray fur. A long cape of this dark gray fur hangs down behind its back; in combination with the rest of the dark-furred pattern, this gives the impression that [NAME] is wearing a long coat and trousers. [NAME]'s three-fingered paws have shorter, darker fur and are tipped with black claws. It has a blunt snout with a triangular black nose, rounded black ears, prominent fangs in its lower jaw, and black semicircles under its brow that make its eyes indistinguishable. [NAME] likes to carry a thin-stemmed shoot with two leaves in its mouth. This small bamboo shoot is used to sense the movements of those around it.

Despite its cantankerous demeanor, [NAME] is kind to those it considers to be its friends and it does not tolerate those who pick on the weak. With arms powerful enough to snap a telephone pole, it charges into battle like a berserker, heedless of any damage it might suffer. [NAME] can destroy a dump truck in one punch and utilizes this strength when pummeling its opponents. Many Trainers find themselves smitten with its lively nature; however, those who wish to train a [NAME] for themselves will have to fight one. It lives to engage in duels with Obstagoon.

Prior to Generation VII, [NAME] and its pre-evolved form, Pancham, were the only known Pokemon capable of learning the move Parting Shot.",Fighting,Dark,Fighting,Dark,1.0,1,"[""Fighting"", ""Dark""]",629,13,642
Remoraid,223,Jet,"[NAME] is a light blue piscine Pokemon with saucer-like eyes and a mouth with four pointed teeth. There are two dark stripes on its back that resembles the barrel of a revolver. It has a single pelvic fin positioned like a revolver's trigger, two small pectoral fins, and a dorsal fin near its mouth resembling a gun's front sight. In addition, it has two caudal fins, the bottom of which resembling the butt of a gun and the top resembling the hammer. All of its fins except for the dorsal fin are white. For a long period of time, due to their vast anatomical differences, no one believed that [NAME] evolved into Octillery.

[NAME] is well known for its ability to shoot jets of water out of its mouth with incredible accuracy and distance. It uses its abdominal muscles to do so, often to shoot down prey, such as Burmy, out of the air. The water attack can reach its prey from over 300 feet (100 meters) away, even when the prey is moving or flying. Because of this, [NAME] is referred to as the ""sniper of the seas."" When threatened, it can also shoot water to propel itself backward.

[NAME] tends to travel by attaching to Mantine's fins or in large groups of its own kind. It attaches itself by using its dorsal fin, which acts like a suction pad. When attached to a Mantine, it feeds on whatever the Mantine leaves behind, but will fight alongside it as well. A school of [NAME] is often seen working together and traveling with a Mantyke, helping it achieve its Evolution into Mantine. [NAME] is a sea-dwelling Pokemon, traveling downstream from rivers especially when Evolution draws near.",Water,,Water,,1.0,0,"[""Water""]",625,9,634
Beedrill,15,Poison Bee,"[NAME] is an insect Pokemon which mostly resembles a bipedal, yellow wasp; however, it only has four legs instead of six and lacks pigment pits. [NAME]'s head is round with a slightly pointed mouth, large, red eyes, and black antennae with a sharp bend in the middle. Its forelegs are tipped with long, conical stingers. It stands on its other two legs, which are long, segmented, and insectoid in shape. [NAME] has two pairs of rounded, veined wings and another stinger on its yellow-and-black striped abdomen. The abdominal stinger contains [NAME]'s most potent poison.

[NAME] is highly territorial and, unlike real wasps and bees, [NAME] are not confirmed to live in true ""hives"", as they work together to solve basic problems regarding food, territory, and reproduction without any confirmation if there is a singular breeding pair or ""Queen."" As seen in the ''Pokemon the Series'' episode ''Challenge of the Samurai'', [NAME] seems to be especially concerned with the welfare of Weedle and Kakuna, responding aggressively to those that disturb them. Disturbing one [NAME] will cause the whole group to attack. It flies at high speed and attacks using the large venomous stingers on its forelegs and abdomen. It will then take the victims of its attacks back to its nest for food. [NAME] nests in temperate forests and misty wooded areas. It is known to collect pollen, which Teddiursa combines with fruits to concoct honey. In the twelfth chapter of Pokemon Adventures, [NAME] is shown living in groups or packs and producing honey. Prior to Generation V, Twineedle was its signature move.",Bug,Poison,Bug,Poison,1.0,1,"[""Bug"",""Poison""]",622,76,698
Bastiodon,411,Shield,"[NAME] is a Pokemon which appears to be a cross between a ceratopsian such as ''Chasmosaurus'' and a bulldozer. Its dark gray, square head resembles a castle wall, complete with four cream-yellow, window-like spots with a black outline, three dark gray spikes on the top, and two larger gray spikes in the upper corners. [NAME]'s triangular nose extends from the middle of its shield-like head down over its lips and appears to be pierced by a gray, horizontal spike. Four spikes jut downward and four large, blunt tusks protrude upward from its dark gray lower jaw. [NAME]'s cream-yellow eyes are partially obscured by the nasal spike and spaced-out tusks. Its thick, cream-yellow body is further protected by a gray ridge and dark gray plates on its back, jagged growths on its legs, and a plated tail.

It is from roughly 100 million years ago. [NAME] are known to live in herds. Despite its rough, intimidating appearance, [NAME] is a docile, caring Pokemon that feeds on grass and Berries. Its shield-like face is as hard as diamond, and capable of repelling any attack. When multiple [NAME] line up side by side, their faces form a wall that nothing can break through; this was how they protected their young. In stark contrast to its impenetrable frontal defense, it is helpless when attacked from behind. Because its facial bones are so hard, they were initially mistaken for its spine by researchers who found its fossils. [NAME] has lived in the same habitats as Rampardos, as evidenced by their fossils frequently being found together, possibly from fighting each other to the death.",Rock,Steel,Rock,Steel,1.0,1,"[""Rock"", ""Steel""]",616,268,884
Gastly,92,Gas,"[NAME] has no true form, due to 95% of its body being poisonous gas, with the other 5% believed to be made up of the souls of those who died from the gas. However, it consistently appears as a black, spherical Pokemon surrounded by a purple haze. [NAME] has a wide, pink mouth with two visible fangs. Though its eyes seem to extend past its round body, visible eyelids surround them.

It produces a faint, sweet smell. The toxic gas surrounding the main body can induce fainting and suffocation, and it is capable of enshrouding an enemy of any size. [NAME]'s gaseous form makes it one of the lightest Pokemon in existence. The ''Pokemon the Series'' episode ''The Tower of Terror'' suggests that [NAME] has a playful personality, often frightening and playing pranks on people for fun. However, in the episode ''A Shipful of Shivers'', it shows a willingness to preserve or pass on the memories of departed humans. It is also shown in ''The Ghost of Maiden's Peak'' changing form and creating illusions, and it is capable of phasing through solid objects and forming tangible hands out of its gasses. [NAME] can be found within caves and old, dilapidated buildings, but may also be seen outdoors during nighttime. Its gaseous body will dwindle away when exposed to strong winds, so they huddle together in decent-sized groups under house eaves to avoid the wind. It may also cause flickering lights in abandoned houses. As mentioned in Sleep, [NAME] is known to sleep while floating. A sleeping [NAME] is said give a sudden surprise should someone approach it.

In Generation I, Night Shade was its signature move.",Ghost,Poison,Ghost,Poison,1.0,1,"[""Ghost"", ""Poison""]",624,13,637
Kecleon,352,Color Swap,"[NAME] is a bipedal, reptilian Pokemon that is usually green. On either side of its head are yellow frills, which are connected by lines to its yellow lips and rings around its eyes. There are small ridges on its shoulders and a red zigzag stripe around its midsection. The hands and feet have three short digits each, and it has yellow soles. It also has a long skinny tail that is usually curled tightly in a spiral.

[NAME] is able to change the colors of its body at will and is known for frequently using this ability to camouflage itself. However, it is unable to change the color of its red stripe. Its color also changes based on its mood and health, darkening in color with better health. By using camouflage to appear almost invisible, it can sneak up on prey and ensnare it with its long pink tongue. If unnoticed for too long, though, it pouts and may never reveal itself. This Pokemon lives in tropical and temperate forests.

Although [NAME] typically appears as green with yellow stripes, it is known to possess various non-Shiny color variations. A purplish variant of [NAME] appeared in the PTS episode ''The [NAME] Caper'', as a TCG card, and in the Pokemon Mystery Dungeon series; the purplish [NAME] in the latter also has light-green outlines rather than yellow. Blue, red, and brown variants of [NAME] have made a singular appearance in the TCG. Whether these variants are an example of it changing color or if they are different kinds of [NAME] is unclear.

[NAME] is the only known Pokemon that can have Color Change as an Ability. In Generation VIII, this was also true for Protean.
",Normal,,Normal,,1.0,0,"[""Normal""]",624,73,697
Latias,380,Eon,"[NAME] is a Pokemon with a birdlike body stylized after a plane. Its long neck stretches forward from its squat body. It has no legs, usually floating instead. The rear half of its body is largely red and the upper half white, with jet-plane wings high on its rear and fins on the bottom near its tail. A blue triangle marks the center of its chest, while a red mask partially covers its face. Ear-like fins sit on top of its head and its eyes are yellow. It has short, three-fingered arms with a red covering on the outer side of the lower arms. [NAME] is a female-only species, with Latios being its male counterpart.

[NAME] ruffles its feathers and cries loudly when there is hostility toward it. Its glass-like, downy feathers can enfold its body and refract light, which allows it to become invisible or alter its appearance. It is gentle, highly intelligent, and can understand human speech. It is capable of using telepathy to communicate with others. In the fifth movie, in Pokemon Adventures, and in JN, [NAME] had the ability ""Sight Sharing"", which allowed [NAME] and people around it to see exactly what Latios was seeing. It normally does not make contact with humans or other Pokemon and disappears when an enemy is nearby. It forms herds with several members and is usually found near water. As seen in ''Pokemon Horizons'', like other Legendary Pokemon, [NAME] can be found in the Pokemon paradise Laqua. [NAME] loves [NAME] Treats made by Snacksworth, who once encountered it in the past. [NAME] can be summoned by the Eon Flute.

[NAME] is the only known Pokemon capable of learning the move Mist Ball.",Dragon,Psychic,Dragon,Psychic,1.0,1,"[""Dragon"",""Psychic""]",628,12,640
Garganacl,934,Rock Salt,"[NAME] is a large, bipedal Pokemon primarily made up of compact rock salt and sedimentary rock. Its head has a rugged look and two eyes shaped like right angles. Each of the eyes are orange in color with yellow squares at their centers, and they can glow an orange-red. [NAME]'s shoulders comprise tall three-stepped structures made up of blocks of white rock salt, below which its arms connect to. These stepped structures completely cover [NAME]'s head from the sides. A taller block of salt is also present behind [NAME]'s head.

[NAME]'s arms and legs are rugged and blocky, and they are similar in appearance and length, with the arms reaching close to the ground due to their location on the body. The upper limbs are dark brown at the base, while the forelimbs are decorated in stripes of lighter brown, before ending in white. [NAME]'s hands have three fingers each. [NAME]'s torso is really short in comparison to its limbs; it is brown and about as large as its head, with a white block of rock salt on the pelvic area that its legs connect to. Square patches of salt dot the entirety of [NAME]'s body. [NAME]'s salt is rich in minerals and known to have medicinal properties. [NAME] will scrape its fingertips together to share its salt with injured Pokemon, which can heal them quickly. Many Pokemon gather around [NAME] in hopes to lick up its salt.

[NAME] and its pre-evolved form, Naclstack, are the only known Pokemon capable of learning the move Salt Cure. [NAME] and its pre-evolved forms are also the only known Pokemon that can have Purifying Salt as an Ability.",Rock,,Rock,,1.0,0,"[""Rock""]",619,137,756
Dracovish,882,Fossil,"[NAME] is a hybrid fossil Pokemon. It consists of the head of the fish fossil and the back legs and tail of the dino fossil; the head appears to have been mounted on the tip of the tail. The tail region ends abruptly at a circular cutoff. [NAME]'s legs are mostly green with two pink stripes. The feet have three red claws. The neck is also mostly green but has a red stripe going up the middle. The stripe is lined with three curved spikes on both sides. [NAME]'s head is roughly circular with a rounded triangular plate on the top. On the plate is a red and white region that extends between the eyes. Its mouth has three sharp teeth in the middle. Its eyes are round and have black rectangular pupils. Two fins protrude from the bottom of the jaw.

[NAME] is said to have been the apex predator of its time due to its powerful legs and jaws, and the ability to run at speeds exceeding 40 mph (60 km/h). However, it could not breathe unless it was underwater. [NAME] allegedly went extinct due to overhunting its prey, though this is likely not the case due to it being combined from two separate Pokemon that each had their niches before going extinct. As seen in the JN episode ''On Land, In the Sea, and to the Future!'', [NAME] can run very fast when underwater. It has also been shown that [NAME] can awaken a dormant power from within itself that causes the spikes on its chest to become surrounded by a red aura. When in this state, the spikes can be used to bind targets or jab them.

[NAME] and its counterpart Arctovish are the only known Pokemon capable of learning the move Fishious Rend.",Water,Dragon,Water,Dragon,1.0,1,"[""Water"", ""Dragon""]",623,140,763
Terrakion,639,Cavern,"[NAME] is a bovine, quadrupedal Pokemon. It has a black, rounded forehead adorned with two brown, axe-like horns that curve forward. Its face is beige with orange eyes and a short snout. On top of its head are several short spikes. Down its back are two brown ridges that join just past its humped shoulders. There are two orange protrusions on its shoulders. The bands around its legs are the same color as its face, and it has black hooves underneath these bands. Its striped underside is also beige. It has a short, stubby tail.

According to legend, [NAME], alongside the other Swords of Justice had challenged the humans in order to protect other Pokemon from losing their homes to humanity's expansion. During the battle, [NAME] shaped the earth and created a passage to escape. The three Swords distrust humans because of a war that resulted in a forest fire in Moor of Icirrus. It is said to possess phenomenal strength and can destroy a castle wall with a single blow. Should a small Pokemon be bullied by anyone or anything, [NAME] will crush them without mercy. As seen in ''Pokemon Horizons: The Series'', like other Legendary Pokemon, [NAME] can be found in the Pokemon paradise Laqua. As seen in both Pokemon the Series and Pokemon Adventures, it can create an energy blade out of its head. [NAME] loves [NAME] Treats made by Snacksworth, who once sat and enjoyed some snacks with it in the past. Iron Boulder shares a resemblance to [NAME] and is believed to be a futuristic [NAME] that was modified by a villainous organization.

In Generation V, Sacred Sword was its signature move.",Rock,Fighting,Rock,Fighting,1.0,1,"[""Rock"",""Fighting""]",614,12,626
Hawlucha,701,Wrestling,"[NAME] is a bipedal, birdlike Pokemon with colorful plumage. Its head curves into a beak-shape in the front, but its mouth is located in a white patch under the beak's curve. It has a blue-green mask-like marking across its face, an orange blaze running from its forehead to the back of its neck, an orange ring around each eye, and a small, red patch at the tip of its beak. There is black space around its eyes, which are yellow with paler yellow sclerae. On the back of its head are three rectangular, tassel-like feathers. Its red, cape-like wings have blue-green undersides and are connected to its feathery tail. Near the tip of each wing is a three-clawed hand. Its front is white with a line of red along its neck and the top of its chest. It has small, yellow feet with three toes each.

This forest-dwelling Pokemon prefers to live a quiet and solitary life, which makes the noisy Primeape its natural enemy. Despite its small body, [NAME]'s proficiency in fighting allows it to keep up with bigger fighters, such as Machamp and Hariyama. It overwhelms its opponents with quick and nimble moves, exploiting their blind spots and controlling its position in the air with its wings. One of its favorite tactics is to strike from above, because it is difficult for opponents to defend against. Once its foe is driven to exhaustion, [NAME] is compelled to show off with a flashy finishing move, which it has practiced in the forests it calls home. However, opponents can sometimes exploit its vanity to gain the upper hand.

[NAME] is the only known Pokemon capable of learning the move Flying Press by leveling up.",Fighting,Flying,Fighting,Flying,1.0,1,"[""Fighting"", ""Flying""]",626,77,703
Drednaw,834,Bite,"[NAME] is a large quadrupedal Pokemon resembling a turtle, with a shell made of rock. Its carapace (upper shell) is brown and is divided into three segments, and has a yellow section around it. Its plastron (lower shell) is flat and pale yellow, with a protrusion near the rear. Its lower jaw is likewise pale yellow. Its head is boxy and has yellow orbs on its cheeks, and a yellow horn with two large sections coming off of it. There is a small hole on either side of its horn. Its eyes are white and somewhat rectangle shaped with small pupils. Its front legs have one large yellow protrusion each, and each of its feet have three white toes. Its tail is long and has two spikes coming off of it.

[NAME]'s sharp jagged fangs are powerful enough to chomp on rock, iron, and steel rods. It captures prey and fights opponents by chomping down on them. It can extend its neck very quickly to reach enemies that are farther away. Due to its well-developed muscles, it can move very fast despite its heavy shell. [NAME] are notoriously vicious to the point where it requires a skilled Trainer to fully tame and handle it. Some Trainers will release [NAME] into the wild once they find they are unable to handle it. [NAME] lurks along shorelines, biting on prey that approach its dwelling in search of drinking water.

Prior to Generation IX, [NAME] and its pre-evolved form, Chewtle, were the only known Pokemon capable of learning the move Jaw Lock.",Water,Rock,Water,Rock,1.0,1,"[""Water"",""Rock""]",592,75,667
